XXXCode barre;Code compact;Catalogue;Page;Libelle produit;Modele;Code piece;Code couleur;Couleur it;Couleur en;
XXX
XXX;ATTENTION au format des colonnes !
XXX;Avant toute edition, changer les formats des colonnes suivantes :
XXX;Code Barre :;; numerique sans decimales
XXX;Code Couleur :;; numerique format "000"
XXX
CodeBarre;OBAGB048-EVS00-018; O bag .capsule xmas 18;6; scocca O bag sheen;OBAGB048;EVS00;018;bordeaux;bordeaux
CodeBarre;OBAGB048-EVS00-389; O bag .capsule xmas 18;6; scocca O bag sheen;OBAGB048;EVS00;389;silver;silver
CodeBarre;OBAGB048-EVS00-055; O bag .capsule xmas 18;6; scocca O bag sheen;OBAGB048;EVS00;055;nero;black
CodeBarre;OBAGB048-EVS00-559; O bag .capsule xmas 18;6; scocca O bag sheen;OBAGB048;EVS00;559;rame;rame
CodeBarre;OBAGB451-ECS07-018; O bag .capsule xmas 18;7; scocca completo O bag;OBAGB451;ECS07;018;bordeaux;bordeaux
CodeBarre;OBAGB451-ECS07-541; O bag .capsule xmas 18;7; scocca completo O bag;OBAGB451;ECS07;541;verde bosco;forest green
CodeBarre;OBAGB451-ECS07-055; O bag .capsule xmas 18;7; scocca completo O bag;OBAGB451;ECS07;055;nero;black
CodeBarre;OBAGB451-ECS07-559; O bag .capsule xmas 18;7; scocca completo O bag;OBAGB451;ECS07;559;rame;rame
CodeBarre;OBAGB451-ECS07-055; O bag .capsule xmas 18;10; scocca completo O bag;OBAGB451;ECS07;055;nero;black
CodeBarre;OBAGB451-ECS07-559; O bag .capsule xmas 18;10; scocca completo O bag;OBAGB451;ECS07;559;rame;rame
CodeBarre;OBAGB451-ECS07-055; O bag .capsule xmas 18;10; scocca completo O bag;OBAGB451;ECS07;055;nero;black
CodeBarre;HLESGC00-PLS14-541; O bag .capsule xmas 18;10; Manico corto opaco +;HLESGC00;PLS14;541;verde bosco;forest green
CodeBarre;HLESGC00-PLS14-541; O bag .capsule xmas 18;10; Manico corto opaco +;HLESGC00;PLS14;541;verde bosco;forest green
CodeBarre;HLESGC00-PLS14-018; O bag .capsule xmas 18;10; Manico corto opaco +;HLESGC00;PLS14;018;bordeaux;bordeaux
