CodeBarre;--008;p016-1-02;bianco;white;spring 2018 presentation/catalogo spring 2018 continuativo.txt; manico extra slim goccia
CodeBarre;--008;p016-1-07;bianco;white;spring 2018 presentation/catalogo spring 2018 continuativo.txt; manico extra slim goccia
CodeBarre;--009;p016-1-04;blu;blue;spring 2018 presentation/catalogo spring 2018 continuativo.txt; manico extra slim goccia
CodeBarre;--028;p016-1-01;ecru;ecru;spring 2018 presentation/catalogo spring 2018 continuativo.txt; manico extra slim goccia
CodeBarre;--039;p016-1-03;grigio;grey;spring 2018 presentation/catalogo spring 2018 continuativo.txt; manico extra slim goccia
CodeBarre;--055;p016-1-05;nero;black;spring 2018 presentation/catalogo spring 2018 continuativo.txt; manico extra slim goccia
CodeBarre;--055;p016-1-08;nero;black;spring 2018 presentation/catalogo spring 2018 continuativo.txt; manico extra slim goccia
CodeBarre;--084;p016-1-06;testa di moro;dark brown;spring 2018 presentation/catalogo spring 2018 continuativo.txt; manico extra slim goccia
CodeBarre;--084;p016-1-10;testa di moro;dark brown;spring 2018 presentation/catalogo spring 2018 continuativo.txt; manico extra slim goccia
CodeBarre;--086;p016-1-09;tortora;dove-grey;spring 2018 presentation/catalogo spring 2018 continuativo.txt; manico extra slim goccia
CodeBarre;-002;p227-1-01;amaranto;amaranth;summer 2018 presentation/catalogo summer 2018.txt; O bracelet flower slim
CodeBarre;-002;p229-1-01;amaranto;amaranth;summer 2018 presentation/catalogo summer 2018.txt; O bracelet flower big silicone
CodeBarre;-006-M;p226-1-06;avorio;ivory;summer 2018 presentation/catalogo summer 2018.txt; O bracelet flower slim
CodeBarre;-006-M;p228-1-06;avorio;ivory;summer 2018 presentation/catalogo summer 2018.txt; O bracelet flower big silicone
CodeBarre;-006-Mcode;p226-1-06;avorio;ivory;summer 2018 presentation/catalogo summer 2018.txt; O bracelet flower slim
CodeBarre;-006-Mcode;p228-1-06;avorio;ivory;summer 2018 presentation/catalogo summer 2018.txt; O bracelet flower big silicone
CodeBarre;-006-S;p226-1-06;avorio;ivory;summer 2018 presentation/catalogo summer 2018.txt; O bracelet flower slim
CodeBarre;-006-S;p228-1-06;avorio;ivory;summer 2018 presentation/catalogo summer 2018.txt; O bracelet flower big silicone
CodeBarre;-006-SIS01;p226-1-06;avorio;ivory;summer 2018 presentation/catalogo summer 2018.txt; O bracelet flower slim
CodeBarre;-006-SIS01;p228-1-06;avorio;ivory;summer 2018 presentation/catalogo summer 2018.txt; O bracelet flower big silicone
CodeBarre;-008-M;p070-1-01;bianco;white;summer 2018 presentation/catalogo summer 2018 continuativo.txt; O bracelet flower slim
CodeBarre;-008-Mcode;p070-1-01;bianco;white;summer 2018 presentation/catalogo summer 2018 continuativo.txt; O bracelet flower slim
CodeBarre;-008-S;p070-1-01;bianco;white;summer 2018 presentation/catalogo summer 2018 continuativo.txt; O bracelet flower slim
CodeBarre;-008-SIS01;p070-1-01;bianco;white;summer 2018 presentation/catalogo summer 2018 continuativo.txt; O bracelet flower slim
CodeBarre;-012;p227-1-10;blu acqua;aqua blue;summer 2018 presentation/catalogo summer 2018.txt; O bracelet flower slim
CodeBarre;-012;p229-1-10;blu acqua;aqua blue;summer 2018 presentation/catalogo summer 2018.txt; O bracelet flower big silicone
CodeBarre;-013;p227-1-07;blu capri;capri blue;summer 2018 presentation/catalogo summer 2018.txt; O bracelet flower slim
CodeBarre;-013;p229-1-06;blu capri;capri blue;summer 2018 presentation/catalogo summer 2018.txt; O bracelet flower big silicone
CodeBarre;-018;p227-1-02;bordeaux;burgundy;summer 2018 presentation/catalogo summer 2018.txt; O bracelet flower slim
CodeBarre;-018;p229-1-02;bordeaux;burgundy;summer 2018 presentation/catalogo summer 2018.txt; O bracelet flower big silicone
CodeBarre;-020;p227-1-14;bronzo;bronze;summer 2018 presentation/catalogo summer 2018.txt; O bracelet flower slim
CodeBarre;-025;p227-1-03;cipria;powder pink;summer 2018 presentation/catalogo summer 2018.txt; O bracelet flower slim
CodeBarre;-025;p229-1-03;cipria;powder pink;summer 2018 presentation/catalogo summer 2018.txt; O bracelet flower big silicone
CodeBarre;-038;p227-1-15;grafite;graphite;summer 2018 presentation/catalogo summer 2018.txt; O bracelet flower slim
CodeBarre;-038;p229-1-14;grafite;graphite;summer 2018 presentation/catalogo summer 2018.txt; O bracelet flower big silicone
CodeBarre;-044-M;p226-1-10;lime;lime;summer 2018 presentation/catalogo summer 2018.txt; O bracelet flower slim
CodeBarre;-044-M;p228-1-10;lime;lime;summer 2018 presentation/catalogo summer 2018.txt; O bracelet flower big silicone
CodeBarre;-044-Mcode;p226-1-10;lime;lime;summer 2018 presentation/catalogo summer 2018.txt; O bracelet flower slim
CodeBarre;-044-Mcode;p228-1-10;lime;lime;summer 2018 presentation/catalogo summer 2018.txt; O bracelet flower big silicone
CodeBarre;-044-S;p226-1-10;lime;lime;summer 2018 presentation/catalogo summer 2018.txt; O bracelet flower slim
CodeBarre;-044-S;p228-1-10;lime;lime;summer 2018 presentation/catalogo summer 2018.txt; O bracelet flower big silicone
CodeBarre;-044-SIS01;p226-1-10;lime;lime;summer 2018 presentation/catalogo summer 2018.txt; O bracelet flower slim
CodeBarre;-044-SIS01;p228-1-10;lime;lime;summer 2018 presentation/catalogo summer 2018.txt; O bracelet flower big silicone
CodeBarre;-047-M;p226-1-08;marsala;marsala;summer 2018 presentation/catalogo summer 2018.txt; O bracelet flower slim
CodeBarre;-047-M;p228-1-08;marsala;marsala;summer 2018 presentation/catalogo summer 2018.txt; O bracelet flower big silicone
CodeBarre;-047-Mcode;p226-1-08;marsala;marsala;summer 2018 presentation/catalogo summer 2018.txt; O bracelet flower slim
CodeBarre;-047-Mcode;p228-1-08;marsala;marsala;summer 2018 presentation/catalogo summer 2018.txt; O bracelet flower big silicone
